periode_pengujian,nama_lokasi,parameter,satuan,nilai,indeks_pencemaran
Periode 1, Baru ,Zat Padat Terlarut,(mg/L),222,1.17
Periode 1, Baru ,Kekeruhan,NTU,0.2,1.17
Periode 1, Baru ,Besi (Fe),(mg/L),0.08,1.17
Periode 1, Baru ,Fluorida,(mg/L),0.14,1.17
Periode 1, Baru ,Total Hardness,(mg/L),204.26,1.17
Periode 1, Baru ,Chlorida,(mg/L),30.25,1.17
Periode 1, Baru ,Mangan (Mn),(mg/L),0.05,1.17
Periode 1, Baru ,Nitrat,(mg/L),1.73,1.17
Periode 1, Baru ,Nitrit,(mg/L),0.004,1.17
Periode 1, Baru ,Ph,(mg/L),7.1,1.17
Periode 1, Baru ,Seng (Zn),(mg/L),0.03,1.17
Periode 1, Baru ,Sulfat,(mg/L),21.43,1.17
Periode 1, Baru ,Senyawa Aktif Biru Metilen,(mg/L),0.03,1.17
Periode 1, Baru ,Organik (KMnO4),(mg/L),0.31,1.17
Periode 1, Baru ,Suhu,(Celcius),23,1.17
Periode 1, Baru ,Bakteri Koli,(Jlm/100mL),0,1.17
Periode 1, Cijantung ,Zat Padat Terlarut,(mg/L),242,1.10
Periode 1, Cijantung ,Kekeruhan,NTU,0.1,1.10
Periode 1, Cijantung ,Besi (Fe),(mg/L),0.08,1.10
Periode 1, Cijantung ,Fluorida,(mg/L),0.06,1.10
Periode 1, Cijantung ,Total Hardness,(mg/L),195.74,1.10
Periode 1, Cijantung ,Chlorida,(mg/L),58.51,1.10
Periode 1, Cijantung ,Mangan (Mn),(mg/L),0.05,1.10
Periode 1, Cijantung ,Nitrat,(mg/L),1.77,1.10
Periode 1, Cijantung ,Nitrit,(mg/L),0.003,1.10
Periode 1, Cijantung ,Ph,(mg/L),7,1.10
Periode 1, Cijantung ,Seng (Zn),(mg/L),0.01,1.10
Periode 1, Cijantung ,Sulfat,(mg/L),9.03,1.10
Periode 1, Cijantung ,Senyawa Aktif Biru Metilen,(mg/L),0.03,1.10
Periode 1, Cijantung ,Organik (KMnO4),(mg/L),0.32,1.10
Periode 1, Cijantung ,Suhu,(Celcius),23.1,1.10
Periode 1, Cijantung ,Bakteri Koli,(Jlm/100mL),600,1.10
Periode 1, Gedong ,Zat Padat Terlarut,(mg/L),126,0.75
Periode 1, Gedong ,Kekeruhan,NTU,0.01,0.75
Periode 1, Gedong ,Besi (Fe),(mg/L),0.08,0.75
Periode 1, Gedong ,Fluorida,(mg/L),0.07,0.75
Periode 1, Gedong ,Total Hardness,(mg/L),85.11,0.75
Periode 1, Gedong ,Chlorida,(mg/L),22.31,0.75
Periode 1, Gedong ,Mangan (Mn),(mg/L),0.18,0.75
Periode 1, Gedong ,Nitrat,(mg/L),3.76,0.75
Periode 1, Gedong ,Nitrit,(mg/L),0.003,0.75
Periode 1, Gedong ,Ph,(mg/L),6,0.75
Periode 1, Gedong ,Seng (Zn),(mg/L),0.02,0.75
Periode 1, Gedong ,Sulfat,(mg/L),22.69,0.75
Periode 1, Gedong ,Senyawa Aktif Biru Metilen,(mg/L),0.03,0.75
Periode 1, Gedong ,Organik (KMnO4),(mg/L),0.06,0.75
Periode 1, Gedong ,Suhu,(Celcius),23,0.75
Periode 1, Gedong ,Bakteri Koli,(Jlm/100mL),0,0.75
Periode 1, Kalisari ,Zat Padat Terlarut,(mg/L),118,0.81
Periode 1, Kalisari ,Kekeruhan,NTU,0.01,0.81
Periode 1, Kalisari ,Besi (Fe),(mg/L),0.08,0.81
Periode 1, Kalisari ,Fluorida,(mg/L),0.06,0.81
Periode 1, Kalisari ,Total Hardness,(mg/L),110.64,0.81
Periode 1, Kalisari ,Chlorida,(mg/L),14.38,0.81
Periode 1, Kalisari ,Mangan (Mn),(mg/L),0.05,0.81
Periode 1, Kalisari ,Nitrat,(mg/L),3.04,0.81
Periode 1, Kalisari ,Nitrit,(mg/L),0.003,0.81
Periode 1, Kalisari ,Ph,(mg/L),6.4,0.81
Periode 1, Kalisari ,Seng (Zn),(mg/L),0.04,0.81
Periode 1, Kalisari ,Sulfat,(mg/L),8.87,0.81
Periode 1, Kalisari ,Senyawa Aktif Biru Metilen,(mg/L),0.03,0.81
Periode 1, Kalisari ,Organik (KMnO4),(mg/L),0.06,0.81
Periode 1, Kalisari ,Suhu,(Celcius),22.7,0.81
Periode 1, Kalisari ,Bakteri Koli,(Jlm/100mL),0,0.81
Periode 1, Pekayon ,Zat Padat Terlarut,(mg/L),145,0.91
Periode 1, Pekayon ,Kekeruhan,NTU,0.1,0.91
Periode 1, Pekayon ,Besi (Fe),(mg/L),0.08,0.91
Periode 1, Pekayon ,Fluorida,(mg/L),0.07,0.91
Periode 1, Pekayon ,Total Hardness,(mg/L),119.15,0.91
Periode 1, Pekayon ,Chlorida,(mg/L),26.78,0.91
Periode 1, Pekayon ,Mangan (Mn),(mg/L),0.07,0.91
Periode 1, Pekayon ,Nitrat,(mg/L),3.35,0.91
Periode 1, Pekayon ,Nitrit,(mg/L),0.003,0.91
Periode 1, Pekayon ,Ph,(mg/L),6.6,0.91
Periode 1, Pekayon ,Seng (Zn),(mg/L),0.04,0.91
Periode 1, Pekayon ,Sulfat,(mg/L),8.66,0.91
Periode 1, Pekayon ,Senyawa Aktif Biru Metilen,(mg/L),0.03,0.91
Periode 1, Pekayon ,Organik (KMnO4),(mg/L),0.06,0.91
Periode 1, Pekayon ,Suhu,(Celcius),22.4,0.91
Periode 1, Pekayon ,Bakteri Koli,(Jlm/100mL),0,0.91
Periode 1, Cakung Barat ,Zat Padat Terlarut,(mg/L),3130,6.02
Periode 1, Cakung Barat ,Kekeruhan,NTU,2.1,6.02
Periode 1, Cakung Barat ,Besi (Fe),(mg/L),0.09,6.02
Periode 1, Cakung Barat ,Fluorida,(mg/L),0.71,6.02
Periode 1, Cakung Barat ,Total Hardness,(mg/L),195.83,6.02
Periode 1, Cakung Barat ,Chlorida,(mg/L),1330.39,6.02
Periode 1, Cakung Barat ,Mangan (Mn),(mg/L),0.31,6.02
Periode 1, Cakung Barat ,Nitrat,(mg/L),0.19,6.02
Periode 1, Cakung Barat ,Nitrit,(mg/L),0.003,6.02
Periode 1, Cakung Barat ,Ph,(mg/L),7.8,6.02
Periode 1, Cakung Barat ,Seng (Zn),(mg/L),0.01,6.02
Periode 1, Cakung Barat ,Sulfat,(mg/L),512.09,6.02
Periode 1, Cakung Barat ,Senyawa Aktif Biru Metilen,(mg/L),0.03,6.02
Periode 1, Cakung Barat ,Organik (KMnO4),(mg/L),9.88,6.02
Periode 1, Cakung Barat ,Suhu,(Celcius),23.9,6.02
Periode 1, Cakung Barat ,Bakteri Koli,(Jlm/100mL),"3,7x103",6.02
Periode 1, Cakung Timur ,Zat Padat Terlarut,(mg/L),317,3.91
Periode 1, Cakung Timur ,Kekeruhan,NTU,18.9,3.91
Periode 1, Cakung Timur ,Besi (Fe),(mg/L),1.14,3.91
Periode 1, Cakung Timur ,Fluorida,(mg/L),0.26,3.91
Periode 1, Cakung Timur ,Total Hardness,(mg/L),187.5,3.91
Periode 1, Cakung Timur ,Chlorida,(mg/L),35.16,3.91
Periode 1, Cakung Timur ,Mangan (Mn),(mg/L),0.77,3.91
Periode 1, Cakung Timur ,Nitrat,(mg/L),0.28,3.91
Periode 1, Cakung Timur ,Nitrit,(mg/L),0.008,3.91
Periode 1, Cakung Timur ,Ph,(mg/L),7.5,3.91
Periode 1, Cakung Timur ,Seng (Zn),(mg/L),0.01,3.91
Periode 1, Cakung Timur ,Sulfat,(mg/L),54.71,3.91
Periode 1, Cakung Timur ,Senyawa Aktif Biru Metilen,(mg/L),0.12,3.91
Periode 1, Cakung Timur ,Organik (KMnO4),(mg/L),4.68,3.91
Periode 1, Cakung Timur ,Suhu,(Celcius),23.8,3.91
Periode 1, Cakung Timur ,Bakteri Koli,(Jlm/100mL),0,3.91
Periode 1, SMUN 102 Cakung Timur ,Zat Padat Terlarut,(mg/L),2870,2.62
Periode 1, SMUN 102 Cakung Timur ,Kekeruhan,NTU,3.2,2.62
Periode 1, SMUN 102 Cakung Timur ,Besi (Fe),(mg/L),0.08,2.62
Periode 1, SMUN 102 Cakung Timur ,Fluorida,(mg/L),0.76,2.62
Periode 1, SMUN 102 Cakung Timur ,Total Hardness,(mg/L),166.67,2.62
Periode 1, SMUN 102 Cakung Timur ,Chlorida,(mg/L),1211.6,2.62
Periode 1, SMUN 102 Cakung Timur ,Mangan (Mn),(mg/L),0.05,2.62
Periode 1, SMUN 102 Cakung Timur ,Nitrat,(mg/L),0.26,2.62
Periode 1, SMUN 102 Cakung Timur ,Nitrit,(mg/L),0.028,2.62
Periode 1, SMUN 102 Cakung Timur ,Ph,(mg/L),8.2,2.62
Periode 1, SMUN 102 Cakung Timur ,Seng (Zn),(mg/L),0.01,2.62
Periode 1, SMUN 102 Cakung Timur ,Sulfat,(mg/L),132.33,2.62
Periode 1, SMUN 102 Cakung Timur ,Senyawa Aktif Biru Metilen,(mg/L),0.06,2.62
Periode 1, SMUN 102 Cakung Timur ,Organik (KMnO4),(mg/L),8.86,2.62
Periode 1, SMUN 102 Cakung Timur ,Suhu,(Celcius),23.9,2.62
Periode 1, SMUN 102 Cakung Timur ,Bakteri Koli,(Jlm/100mL),0,2.62
Periode 1, Cakung Timur ,Zat Padat Terlarut,(mg/L),317,5.67
Periode 1, Cakung Timur ,Kekeruhan,NTU,18.9,5.67
Periode 1, Cakung Timur ,Besi (Fe),(mg/L),1.14,5.67
Periode 1, Cakung Timur ,Fluorida,(mg/L),0.26,5.67
Periode 1, Cakung Timur ,Total Hardness,(mg/L),187.5,5.67
Periode 1, Cakung Timur ,Chlorida,(mg/L),35.16,5.67
Periode 1, Cakung Timur ,Mangan (Mn),(mg/L),0.77,5.67
Periode 1, Cakung Timur ,Nitrat,(mg/L),0.28,5.67
Periode 1, Cakung Timur ,Nitrit,(mg/L),0.008,5.67
Periode 1, Cakung Timur ,Ph,(mg/L),7.5,5.67
Periode 1, Cakung Timur ,Seng (Zn),(mg/L),0.01,5.67
Periode 1, Cakung Timur ,Sulfat,(mg/L),54.71,5.67
Periode 1, Cakung Timur ,Senyawa Aktif Biru Metilen,(mg/L),0.12,5.67
Periode 1, Cakung Timur ,Organik (KMnO4),(mg/L),4.68,5.67
Periode 1, Cakung Timur ,Suhu,(Celcius),23.8,5.67
Periode 1, Cakung Timur ,Bakteri Koli,(Jlm/100mL),0,5.67
Periode 1, SMPN Cakung  ,Zat Padat Terlarut,(mg/L),990,1.86
Periode 1, SMPN Cakung  ,Kekeruhan,NTU,0.2,1.86
Periode 1, SMPN Cakung  ,Besi (Fe),(mg/L),0.08,1.86
Periode 1, SMPN Cakung  ,Fluorida,(mg/L),0.44,1.86
Periode 1, SMPN Cakung  ,Total Hardness,(mg/L),42.55,1.86
Periode 1, SMPN Cakung  ,Chlorida,(mg/L),288.37,1.86
Periode 1, SMPN Cakung  ,Mangan (Mn),(mg/L),0.05,1.86
Periode 1, SMPN Cakung  ,Nitrat,(mg/L),0.17,1.86
Periode 1, SMPN Cakung  ,Nitrit,(mg/L),0.004,1.86
Periode 1, SMPN Cakung  ,Ph,(mg/L),8.8,1.86
Periode 1, SMPN Cakung  ,Seng (Zn),(mg/L),0.02,1.86
Periode 1, SMPN Cakung  ,Sulfat,(mg/L),106.76,1.86
Periode 1, SMPN Cakung  ,Senyawa Aktif Biru Metilen,(mg/L),0.1,1.86
Periode 1, SMPN Cakung  ,Organik (KMnO4),(mg/L),8.37,1.86
Periode 1, SMPN Cakung  ,Suhu,(Celcius),21.5,1.86
Periode 1, SMPN Cakung  ,Bakteri Koli,(Jlm/100mL),"9,4 x 103",1.86
Periode 1, Mas Rukin Hanjani Kel Jatinegara ,Zat Padat Terlarut,(mg/L),164,#VALUE!
Periode 1, Mas Rukin Hanjani Kel Jatinegara ,Kekeruhan,NTU,3.4,#VALUE!
Periode 1, Mas Rukin Hanjani Kel Jatinegara ,Besi (Fe),(mg/L),0.2,#VALUE!
Periode 1, Mas Rukin Hanjani Kel Jatinegara ,Fluorida,(mg/L),g,#VALUE!
Periode 1, Mas Rukin Hanjani Kel Jatinegara ,Total Hardness,(mg/L),114.89,#VALUE!
Periode 1, Mas Rukin Hanjani Kel Jatinegara ,Chlorida,(mg/L),34.91,#VALUE!
Periode 1, Mas Rukin Hanjani Kel Jatinegara ,Mangan (Mn),(mg/L),0.7,#VALUE!
Periode 1, Mas Rukin Hanjani Kel Jatinegara ,Nitrat,(mg/L),0.78,#VALUE!
Periode 1, Mas Rukin Hanjani Kel Jatinegara ,Nitrit,(mg/L),0.006,#VALUE!
Periode 1, Mas Rukin Hanjani Kel Jatinegara ,Ph,(mg/L),7.9,#VALUE!
Periode 1, Mas Rukin Hanjani Kel Jatinegara ,Seng (Zn),(mg/L),0.02,#VALUE!
Periode 1, Mas Rukin Hanjani Kel Jatinegara ,Sulfat,(mg/L),48.48,#VALUE!
Periode 1, Mas Rukin Hanjani Kel Jatinegara ,Senyawa Aktif Biru Metilen,(mg/L),0.05,#VALUE!
Periode 1, Mas Rukin Hanjani Kel Jatinegara ,Organik (KMnO4),(mg/L),0.42,#VALUE!
Periode 1, Mas Rukin Hanjani Kel Jatinegara ,Suhu,(Celcius),21.5,#VALUE!
Periode 1, Mas Rukin Hanjani Kel Jatinegara ,Bakteri Koli,(Jlm/100mL),0,#VALUE!
Periode 1, SMPN 90 Kelurahan Jatinegara ,Zat Padat Terlarut,(mg/L),283,2.65
Periode 1, SMPN 90 Kelurahan Jatinegara ,Kekeruhan,NTU,0.04,2.65
Periode 1, SMPN 90 Kelurahan Jatinegara ,Besi (Fe),(mg/L),0.08,2.65
Periode 1, SMPN 90 Kelurahan Jatinegara ,Fluorida,(mg/L),0.25,2.65
Periode 1, SMPN 90 Kelurahan Jatinegara ,Total Hardness,(mg/L),234.04,2.65
Periode 1, SMPN 90 Kelurahan Jatinegara ,Chlorida,(mg/L),40.47,2.65
Periode 1, SMPN 90 Kelurahan Jatinegara ,Mangan (Mn),(mg/L),0.28,2.65
Periode 1, SMPN 90 Kelurahan Jatinegara ,Nitrat,(mg/L),4.88,2.65
Periode 1, SMPN 90 Kelurahan Jatinegara ,Nitrit,(mg/L),0.071,2.65
Periode 1, SMPN 90 Kelurahan Jatinegara ,Ph,(mg/L),8.3,2.65
Periode 1, SMPN 90 Kelurahan Jatinegara ,Seng (Zn),(mg/L),0.02,2.65
Periode 1, SMPN 90 Kelurahan Jatinegara ,Sulfat,(mg/L),41.27,2.65
Periode 1, SMPN 90 Kelurahan Jatinegara ,Senyawa Aktif Biru Metilen,(mg/L),0.04,2.65
Periode 1, SMPN 90 Kelurahan Jatinegara ,Organik (KMnO4),(mg/L),4.72,2.65
Periode 1, SMPN 90 Kelurahan Jatinegara ,Suhu,(Celcius),21.5,2.65
Periode 1, SMPN 90 Kelurahan Jatinegara ,Bakteri Koli,(Jlm/100mL),"2,1 x 108",2.65
Periode 1, Penggilingan ,Zat Padat Terlarut,(mg/L),350,1.65
Periode 1, Penggilingan ,Kekeruhan,NTU,0.3,1.65
Periode 1, Penggilingan ,Besi (Fe),(mg/L),0.08,1.65
Periode 1, Penggilingan ,Fluorida,(mg/L),0.26,1.65
Periode 1, Penggilingan ,Total Hardness,(mg/L),38.3,1.65
Periode 1, Penggilingan ,Chlorida,(mg/L),36.93,1.65
Periode 1, Penggilingan ,Mangan (Mn),(mg/L),0.05,1.65
Periode 1, Penggilingan ,Nitrat,(mg/L),0.33,1.65
Periode 1, Penggilingan ,Nitrit,(mg/L),0.004,1.65
Periode 1, Penggilingan ,Ph,(mg/L),8.8,1.65
Periode 1, Penggilingan ,Seng (Zn),(mg/L),0.04,1.65
Periode 1, Penggilingan ,Sulfat,(mg/L),35.44,1.65
Periode 1, Penggilingan ,Senyawa Aktif Biru Metilen,(mg/L),0.12,1.65
Periode 1, Penggilingan ,Organik (KMnO4),(mg/L),6.62,1.65
Periode 1, Penggilingan ,Suhu,(Celcius),21.5,1.65
Periode 1, Penggilingan ,Bakteri Koli,(Jlm/100mL),"5,7 x 103",1.65
Periode 1, Pulogebang ,Zat Padat Terlarut,(mg/L),218,1.57
Periode 1, Pulogebang ,Kekeruhan,NTU,0.1,1.57
Periode 1, Pulogebang ,Besi (Fe),(mg/L),0.08,1.57
Periode 1, Pulogebang ,Fluorida,(mg/L),0.14,1.57
Periode 1, Pulogebang ,Total Hardness,(mg/L),157.45,1.57
Periode 1, Pulogebang ,Chlorida,(mg/L),43.51,1.57
Periode 1, Pulogebang ,Mangan (Mn),(mg/L),0.05,1.57
Periode 1, Pulogebang ,Nitrat,(mg/L),2.14,1.57
Periode 1, Pulogebang ,Nitrit,(mg/L),0.004,1.57
Periode 1, Pulogebang ,Ph,(mg/L),8.1,1.57
Periode 1, Pulogebang ,Seng (Zn),(mg/L),0.03,1.57
Periode 1, Pulogebang ,Sulfat,(mg/L),21.48,1.57
Periode 1, Pulogebang ,Senyawa Aktif Biru Metilen,(mg/L),0.03,1.57
Periode 1, Pulogebang ,Organik (KMnO4),(mg/L),3.94,1.57
Periode 1, Pulogebang ,Suhu,(Celcius),21.5,1.57
Periode 1, Pulogebang ,Bakteri Koli,(Jlm/100mL),100,1.57
Periode 1, Ujung Menteng ,Zat Padat Terlarut,(mg/L),250,3.91
Periode 1, Ujung Menteng ,Kekeruhan,NTU,26.8,3.91
Periode 1, Ujung Menteng ,Besi (Fe),(mg/L),0.47,3.91
Periode 1, Ujung Menteng ,Fluorida,(mg/L),0.51,3.91
Periode 1, Ujung Menteng ,Total Hardness,(mg/L),165.22,3.91
Periode 1, Ujung Menteng ,Chlorida,(mg/L),48.46,3.91
Periode 1, Ujung Menteng ,Mangan (Mn),(mg/L),0.86,3.91
Periode 1, Ujung Menteng ,Nitrat,(mg/L),0.22,3.91
Periode 1, Ujung Menteng ,Nitrit,(mg/L),0.011,3.91
Periode 1, Ujung Menteng ,Ph,(mg/L),7,3.91
Periode 1, Ujung Menteng ,Seng (Zn),(mg/L),0.01,3.91
Periode 1, Ujung Menteng ,Sulfat,(mg/L),24.06,3.91
Periode 1, Ujung Menteng ,Senyawa Aktif Biru Metilen,(mg/L),0.32,3.91
Periode 1, Ujung Menteng ,Organik (KMnO4),(mg/L),4.26,3.91
Periode 1, Ujung Menteng ,Suhu,(Celcius),24,3.91
Periode 1, Ujung Menteng ,Bakteri Koli,(Jlm/100mL),0,3.91
Periode 1, Duren  Sawit ,Zat Padat Terlarut,(mg/L),209,1.34
Periode 1, Duren  Sawit ,Kekeruhan,NTU,4.2,1.34
Periode 1, Duren  Sawit ,Besi (Fe),(mg/L),0.13,1.34
Periode 1, Duren  Sawit ,Fluorida,(mg/L),0.17,1.34
Periode 1, Duren  Sawit ,Total Hardness,(mg/L),161.7,1.34
Periode 1, Duren  Sawit ,Chlorida,(mg/L),19.73,1.34
Periode 1, Duren  Sawit ,Mangan (Mn),(mg/L),0.22,1.34
Periode 1, Duren  Sawit ,Nitrat,(mg/L),0,1.34
Periode 1, Duren  Sawit ,Nitrit,(mg/L),0.037,1.34
Periode 1, Duren  Sawit ,Ph,(mg/L),7.8,1.34
Periode 1, Duren  Sawit ,Seng (Zn),(mg/L),0.01,1.34
Periode 1, Duren  Sawit ,Sulfat,(mg/L),13.32,1.34
Periode 1, Duren  Sawit ,Senyawa Aktif Biru Metilen,(mg/L),0.11,1.34
Periode 1, Duren  Sawit ,Organik (KMnO4),(mg/L),0.25,1.34
Periode 1, Duren  Sawit ,Suhu,(Celcius),22.1,1.34
Periode 1, Duren  Sawit ,Bakteri Koli,(Jlm/100mL),"9,3 x 103",1.34
Periode 1, Klender ,Zat Padat Terlarut,(mg/L),247,2.22
Periode 1, Klender ,Kekeruhan,NTU,42.9,2.22
Periode 1, Klender ,Besi (Fe),(mg/L),0.56,2.22
Periode 1, Klender ,Fluorida,(mg/L),0.16,2.22
Periode 1, Klender ,Total Hardness,(mg/L),361.7,2.22
Periode 1, Klender ,Chlorida,(mg/L),59.7,2.22
Periode 1, Klender ,Mangan (Mn),(mg/L),0.1,2.22
Periode 1, Klender ,Nitrat,(mg/L),0,2.22
Periode 1, Klender ,Nitrit,(mg/L),0.008,2.22
Periode 1, Klender ,Ph,(mg/L),8.2,2.22
Periode 1, Klender ,Seng (Zn),(mg/L),0.01,2.22
Periode 1, Klender ,Sulfat,(mg/L),41.85,2.22
Periode 1, Klender ,Senyawa Aktif Biru Metilen,(mg/L),0.17,2.22
Periode 1, Klender ,Organik (KMnO4),(mg/L),0.52,2.22
Periode 1, Klender ,Suhu,(Celcius),22.3,2.22
Periode 1, Klender ,Bakteri Koli,(Jlm/100mL),0,2.22
Periode 1, Malaka Jaya ,Zat Padat Terlarut,(mg/L),394,2.00
Periode 1, Malaka Jaya ,Kekeruhan,NTU,0.1,2.00
Periode 1, Malaka Jaya ,Besi (Fe),(mg/L),0.08,2.00
Periode 1, Malaka Jaya ,Fluorida,(mg/L),0.2,2.00
Periode 1, Malaka Jaya ,Total Hardness,(mg/L),212.77,2.00
Periode 1, Malaka Jaya ,Chlorida,(mg/L),35.92,2.00
Periode 1, Malaka Jaya ,Mangan (Mn),(mg/L),0.38,2.00
Periode 1, Malaka Jaya ,Nitrat,(mg/L),2.85,2.00
Periode 1, Malaka Jaya ,Nitrit,(mg/L),0.04,2.00
Periode 1, Malaka Jaya ,Ph,(mg/L),7.6,2.00
Periode 1, Malaka Jaya ,Seng (Zn),(mg/L),0.01,2.00
Periode 1, Malaka Jaya ,Sulfat,(mg/L),42.92,2.00
Periode 1, Malaka Jaya ,Senyawa Aktif Biru Metilen,(mg/L),0.03,2.00
Periode 1, Malaka Jaya ,Organik (KMnO4),(mg/L),0.49,2.00
Periode 1, Malaka Jaya ,Suhu,(Celcius),22,2.00
Periode 1, Malaka Jaya ,Bakteri Koli,(Jlm/100mL),"8,5 x 103",2.00
Periode 1, Malaka Sari ,Zat Padat Terlarut,(mg/L),195,1.58
Periode 1, Malaka Sari ,Kekeruhan,NTU,0.5,1.58
Periode 1, Malaka Sari ,Besi (Fe),(mg/L),0.08,1.58
Periode 1, Malaka Sari ,Fluorida,(mg/L),0.18,1.58
Periode 1, Malaka Sari ,Total Hardness,(mg/L),161.7,1.58
Periode 1, Malaka Sari ,Chlorida,(mg/L),31.87,1.58
Periode 1, Malaka Sari ,Mangan (Mn),(mg/L),0.37,1.58
Periode 1, Malaka Sari ,Nitrat,(mg/L),2.7,1.58
Periode 1, Malaka Sari ,Nitrit,(mg/L),0.009,1.58
Periode 1, Malaka Sari ,Ph,(mg/L),7.7,1.58
Periode 1, Malaka Sari ,Seng (Zn),(mg/L),0.05,1.58
Periode 1, Malaka Sari ,Sulfat,(mg/L),28.86,1.58
Periode 1, Malaka Sari ,Senyawa Aktif Biru Metilen,(mg/L),0.14,1.58
Periode 1, Malaka Sari ,Organik (KMnO4),(mg/L),0.19,1.58
Periode 1, Malaka Sari ,Suhu,(Celcius),22,1.58
Periode 1, Malaka Sari ,Bakteri Koli,(Jlm/100mL),"5,4 x 105",1.58
Periode 1, Pondok Bambu ,Zat Padat Terlarut,(mg/L),166,1.36
Periode 1, Pondok Bambu ,Kekeruhan,NTU,2.6,1.36
Periode 1, Pondok Bambu ,Besi (Fe),(mg/L),0.1,1.36
Periode 1, Pondok Bambu ,Fluorida,(mg/L),0.2,1.36
Periode 1, Pondok Bambu ,Total Hardness,(mg/L),136.17,1.36
Periode 1, Pondok Bambu ,Chlorida,(mg/L),34.91,1.36
Periode 1, Pondok Bambu ,Mangan (Mn),(mg/L),0.24,1.36
Periode 1, Pondok Bambu ,Nitrat,(mg/L),1.75,1.36
Periode 1, Pondok Bambu ,Nitrit,(mg/L),0.005,1.36
Periode 1, Pondok Bambu ,Ph,(mg/L),7.4,1.36
Periode 1, Pondok Bambu ,Seng (Zn),(mg/L),0.03,1.36
Periode 1, Pondok Bambu ,Sulfat,(mg/L),26.08,1.36
Periode 1, Pondok Bambu ,Senyawa Aktif Biru Metilen,(mg/L),0.05,1.36
Periode 1, Pondok Bambu ,Organik (KMnO4),(mg/L),0.61,1.36
Periode 1, Pondok Bambu ,Suhu,(Celcius),22,1.36
Periode 1, Pondok Bambu ,Bakteri Koli,(Jlm/100mL),"4,9 x 103",1.36
Periode 1, Pondok Kelapa ,Zat Padat Terlarut,(mg/L),204,1.30
Periode 1, Pondok Kelapa ,Kekeruhan,NTU,0.2,1.30
Periode 1, Pondok Kelapa ,Besi (Fe),(mg/L),0.08,1.30
Periode 1, Pondok Kelapa ,Fluorida,(mg/L),0.17,1.30
Periode 1, Pondok Kelapa ,Total Hardness,(mg/L),187.23,1.30
Periode 1, Pondok Kelapa ,Chlorida,(mg/L),23.78,1.30
Periode 1, Pondok Kelapa ,Mangan (Mn),(mg/L),0.18,1.30
Periode 1, Pondok Kelapa ,Nitrat,(mg/L),0.99,1.30
Periode 1, Pondok Kelapa ,Nitrit,(mg/L),0.004,1.30
Periode 1, Pondok Kelapa ,Ph,(mg/L),8.1,1.30
Periode 1, Pondok Kelapa ,Seng (Zn),(mg/L),0.02,1.30
Periode 1, Pondok Kelapa ,Sulfat,(mg/L),8.1,1.30
Periode 1, Pondok Kelapa ,Senyawa Aktif Biru Metilen,(mg/L),0.03,1.30
Periode 1, Pondok Kelapa ,Organik (KMnO4),(mg/L),0.85,1.30
Periode 1, Pondok Kelapa ,Suhu,(Celcius),22.9,1.30
Periode 1, Pondok Kelapa ,Bakteri Koli,(Jlm/100mL),400,1.30
Periode 1, pondok kelapa ,Zat Padat Terlarut,(mg/L),204,0.74
Periode 1, pondok kelapa ,Kekeruhan,NTU,0.2,0.74
Periode 1, pondok kelapa ,Besi (Fe),(mg/L),0.08,0.74
Periode 1, pondok kelapa ,Fluorida,(mg/L),0.17,0.74
Periode 1, pondok kelapa ,Total Hardness,(mg/L),187.23,0.74
Periode 1, pondok kelapa ,Chlorida,(mg/L),23.78,0.74
Periode 1, pondok kelapa ,Mangan (Mn),(mg/L),0.18,0.74
Periode 1, pondok kelapa ,Nitrat,(mg/L),0.99,0.74
Periode 1, pondok kelapa ,Nitrit,(mg/L),0.004,0.74
Periode 1, pondok kelapa ,Ph,(mg/L),8.1,0.74
Periode 1, pondok kelapa ,Seng (Zn),(mg/L),0.02,0.74
Periode 1, pondok kelapa ,Sulfat,(mg/L),8.1,0.74
Periode 1, pondok kelapa ,Senyawa Aktif Biru Metilen,(mg/L),0.03,0.74
Periode 1, pondok kelapa ,Organik (KMnO4),(mg/L),0.85,0.74
Periode 1, pondok kelapa ,Suhu,(Celcius),22.9,0.74
Periode 1, pondok kelapa ,Bakteri Koli,(Jlm/100mL),400,0.74
Periode 1, Pondok Kopi ,Zat Padat Terlarut,(mg/L),121,0.82
Periode 1, Pondok Kopi ,Kekeruhan,NTU,2,0.82
Periode 1, Pondok Kopi ,Besi (Fe),(mg/L),0.17,0.82
Periode 1, Pondok Kopi ,Fluorida,(mg/L),0.13,0.82
Periode 1, Pondok Kopi ,Total Hardness,(mg/L),110.64,0.82
Periode 1, Pondok Kopi ,Chlorida,(mg/L),8.09,0.82
Periode 1, Pondok Kopi ,Mangan (Mn),(mg/L),0.08,0.82
Periode 1, Pondok Kopi ,Nitrat,(mg/L),0,0.82
Periode 1, Pondok Kopi ,Nitrit,(mg/L),0.003,0.82
Periode 1, Pondok Kopi ,Ph,(mg/L),8.1,0.82
Periode 1, Pondok Kopi ,Seng (Zn),(mg/L),0.14,0.82
Periode 1, Pondok Kopi ,Sulfat,(mg/L),3.83,0.82
Periode 1, Pondok Kopi ,Senyawa Aktif Biru Metilen,(mg/L),0.05,0.82
Periode 1, Pondok Kopi ,Organik (KMnO4),(mg/L),0.34,0.82
Periode 1, Pondok Kopi ,Suhu,(Celcius),22.7,0.82
